# Le domande di Super Quiz, in italiano.
#   id;categoria;difficolta;domanda;giusta;sbagliata1;sbagliata2;sbagliata3;curiosita
# La difficolta' va da 1 a 3. L'identificativo e' lo stesso della
# banca inglese: la stessa domanda ha lo stesso numero, cosi' il
# conto di quelle gia' uscite vale per tutte e due le lingue.
# Puoi aggiungerne di tue mettendo un domande.it.csv nella cartella
# dati (/var/lib/dmd), con lo stesso formato. Quelle tue non vengono
# mai toccate dagli aggiornamenti.
#
# Fonte: OpenQuizzDB (openquizzdb.org) - CC BY-SA 4.0
# 1301 domande.
197-1;The Cure;1;Chi incarna senza dubbio la figura emblematica del gruppo The Cure?;Robert Smith;Roger O Donnell;Simon Gallup;Reeves Gabrels;All'età di cinque anni, Lol Tolhurst diventerà amico di Robert Smith e in seguito creerà la prima versione di The Cure.
197-2;The Cure;1;Quale movimento musicale è ancora associato a The Cure?;Nuova ondata;Rock;Pop;Danza;Nei primi anni '80, molte importanti band new wave sorsero dalle città di provincia nel sud dell'Inghilterra.
197-5;The Cure;1;Chi è l'unico membro presente dall'origine del gruppo The Cure?;Robert Smith;Roger O Donnell;Simon Gallup;Reeves Gabrels;Robert Smith è stato anche membro della giuria dell'International Songwriting Competition (ISC).
197-6;The Cure;1;Quale album è considerato la band più nera di The Cure?;Pornografia;Bloodflowers;Wish;Disintegrazione;Nonostante la sua atmosfera opprimente e gotica, questo album raggiungerà la Top 10 in Inghilterra e in Nuova Zelanda.
197-7;The Cure;1;In quale città della contea di Sussex si trova The Cure?;Crawley;Basildon;Chichester;Littlehampton;Crawley è fortemente influenzato dall'influenza dell'aeroporto di Londra Gatwick che occupa l'intera parte settentrionale della città.
197-8;The Cure;1;Quale strumento di accompagnamento è presente in The Cure?;Basso;Sassofono;Piano;Tromba;Il basso è, soprattutto a causa della particolare esecuzione di Simon Gallup, un componente essenziale della musica di The Cure.
197-9;The Cure;1;A quale etichetta musicale saranno conservati i Cure fino al 2001?;Fiction Records;Geffen Records;City Slang;Too Pure;Chris Parry, ex manager di Jam e direttore artistico di Polydor, voleva fondare la propria etichetta indipendente.
197-10;The Cure;1;Chi, per così dire, scrive i testi di tutte le canzoni di The Cure?;Robert Smith;Simon Gallup;Reeves Gabrels;Jason Cooper;Secondo Thierry Desaules, i testi dell'album Pornography sono semplicemente sublimi e di grande poesia.
197-12;The Cure;2;In che anno ha pubblicato la Cure Three Imaginary Boys?;1979;1981;1983;1985;The Melody Maker parlerà di questo album: The Eighties Start Here (Gli anni '80 iniziano qui).
197-14;The Cure;2;Chi diventerà il direttore delle clip di The Cure?;Tim Pope;Vincent Moon;Jonathan Glazer;Spike Jonze;Tim Pope ha anche prodotto spot pubblicitari, episodi di serie televisive, documentari e un cortometraggio.
197-16;The Cure;2;Quale membro del gruppo The Cure ha dovuto essere ricoverato in ospedale a seguito di un lutto?;Simon Gallup;Reeves Gabrels;Jason Cooper;Roger O'Donnell;Roberto Soave, Shelley, un bassista di Orphan, sarà responsabile del Wish Tour durante i concerti nel novembre 1992.
197-18;The Cure;2;Dopo la Fiction Records, con quale etichetta ha firmato The Cure nel 2003?;Geffen Records;Epic Records;Lava Records;Pablo Records;In occasione della fine del contratto con la Fiction Records arriva la compilation Greatest Hits che include due nuovi titoli.
197-21;The Cure;3;Quale di queste proposte non significa un album dal vivo di The Cure?;Dublino;Parigi;Inserimento;Concerto;Nel 2018, The Cure ha pubblicato ufficialmente 5 album live, 12 album in studio e 11 VHS / DVD, senza contare le numerose compilation.
197-24;The Cure;3;In quale anno i Cure sono apparsi per la prima volta in Sud America?;1987;1989;1985;1983;In questo momento, The Cure è stato insignito del titolo di miglior gruppo straniero dell'anno in Brasile dopo otto concerti.
197-25;The Cure;3;Chi si è unito a The Cure poco prima del tour mondiale Kissing Tour?;Roger O'Donnell;Tim Kingsbury;Chris Pitman;Andy Bown;Nell'introduzione, un cortometraggio di cinque minuti mostra primi piani della bocca e degli occhi di Robert Smith.
197-27;The Cure;3;Quale emettitore radio è apparso nella banda FM inglese nel 1990?;Cure FM;Smith FM;Wish FM;Day FM;Questa stazione, ospitata dai membri stessi dei Cure, aveva lo scopo di promuovere Mixed Up, un disco di remix.
197-28;The Cure;3;Chi ha regalato The Cure the Godlike Genius Award nel 2009?;Tim Burton;Robert De Niro;Sean Penn;Stephen Frears;The Cure ha ricevuto questo premio per l'intero NME Awards per mano di Tim Burton, che è stato ispirato dal gruppo.
197-30;The Cure;3;In quale anno The Cure ha ricevuto il Brit Award come migliore band britannica?;1991;1993;1995;1997;The Cure ha anche ricevuto un MTV Video Music Award, un Juno Award, un NME Award e diversi Grammy Awards.
199-1;Vulcani attivi;1;Quale vulcano si trova nel nord della Sicilia?;Stromboli;Vésuve;Pinatubo;Villarrica;La parte attualmente attiva del vulcano era formata meno di cinquemila anni fa ed è in eruzione quasi continua.
199-3;Vulcani attivi;1;Quale vulcano è rispettosamente chiamato Don Gregorio dalla gente del posto?;Popocatepetl;Aracar;Goreli;Dempo;Secondo la tradizione locale, il Popocatepetl sarebbe nato il 12 marzo, una data che raggiunse il Concilio Vaticano II nel giorno della festa di San G
199-4;Vulcani attivi;1;Quale vulcano ha venticinque cines che puntano sui suoi fianchi?;Villarrica;Mahawu;Pinatubo;Sundoro;La sua ultima grande eruzione, nel 1971, ha aperto una fessura di 4 km di larghezza, dalla quale scorrevano 30 milioni di metri cubi di lava.
199-5;Vulcani attivi;1;Quale vulcano sottomarino ha lo stesso nome di un famoso porto della Francia?;Le Havre;Marsiglia;Dunkerque;Brest;Quando scoppiò a metà luglio 2012, Le Havre produsse grandi quantità di pomice che formavano zattere.
199-7;Vulcani attivi;1;L'eruzione di quello che il vulcano ha causato sulla Terra un raffreddamento generale di 0,6°C?;Pinatubo;Misti;Rasshua;Kurub;Il pedaggio umano, che ammonta a meno di 1 000 morti, è stato relativamente limitato grazie all'evacuazione efficace delle popolazioni.
199-8;Vulcani attivi;1;Quale vulcano italiano ad un'altitudine di 1.281 metri confina con il Golfo di Napoli?;Vesuvio;Stromboli;Pinatubo;Villarrica;Il Vesuvio è all'origine della distruzione delle città di Pompei, Ercolano, Oplonti e Stabies, sepolto il 24 agosto 79.
199-9;Vulcani attivi;1;Quale vulcano con tre cime è molto vicino a Novarupta?;Tridente;Tenorio;Tecapa;Tanaga;R. F. Griggs di nome Trident si trova nel Katmai National Park e Reserve, tra il Monte Katmai e il Monte Mageik.
199-10;Vulcani attivi;1;Quale di questi vulcani si trova su un'isola dell'Alaska?;Cleveland;Kambalny;Poas;Pinatubo;Poiché la regione fu attraversata dall'Occidente alla fine del diciannovesimo secolo, Mount Cleveland ha vissuto 19 eruzioni.
199-11;Vulcani attivi;2;Quale vulcano potrebbe coprire nuovamente la città di Quito con le ceneri?;Reventador;Cotopaxi;Ambae;Epi;La storia del Reventador è una miscela di fasi di costruzione e distruzione di un cono, per collasso laterale.
199-14;Vulcani attivi;2;Quale vulcano in Costa Rica ha avuto 39 episodi di eruzione tra il 1828 e il 2018?;Poas;Olca;Sirung;Pago;Il cratere principale dello stratovulcano oggi ospita un lago acido che emette regolarmente fumi sulfurei tossici.
199-16;Vulcani attivi;2;Quale eruzione del 1912 causò un indebolimento del monsone in Asia?;Novarupta;Hekla;Sumaco;Mauna Iki;Durante questa eruzione vulcanica di indice esplosivo di 6, un picco vulcanico si forma a nord-ovest.
199-17;Vulcani attivi;2;Quale vulcano degli Stati Uniti è il vulcano più alto del mondo?;Mauna Loa;Marapi;Tecapa;Vanua Lava;Il Mauna Loa sorge a 17 chilometri sopra la sua base, che sprofonda nel fondo dell'oceano.
199-18;Vulcani attivi;2;Quale vulcano attivo a Sulawesi non ha un cratere?;Lokon;Yucamane;Ulawun;Tongkoko;I due vulcani di Lokon e Empung sorgono a circa 800 metri sopra la piana di Tondano.
199-19;Vulcani attivi;2;Quale vulcano si trova a cavallo del confine tra Bolivia e Cile?;Olca;Surtla;Mat Ala;Pago;Consiste di diverse bocche eruttive allineate con flussi di lava lunghi fino a cinque chilometri.
199-20;Vulcani attivi;2;Per gli hawaiani, quale vulcano è la casa di Pélé?;Kilauea;Popocatepetl;Yasur;Calbuco;Il vulcano è stato monitorato e studiato dalla creazione dell'Osservatorio Vulcanologico delle Hawaii nel 1912.
199-23;Vulcani attivi;3;Quale vulcano Vanuatu ha una bassa quota di 361 metri?;Yasur;Alayta;Colo;Guallatiri;Per molti turisti è possibile salire sulla cima del vulcano e osservare le eruzioni permanenti.
199-24;Vulcani attivi;3;Quale vulcano delle Ande peruviane si traduce come lingua di fuoco in quechua?;Sabancaya;Sarigan;Nabukelevu;Lopevi;Il vulcano Sabancaya si trova nella regione di Arequipa, a sud del Perù, nella zona vulcanica centrale delle Ande.
199-26;Vulcani attivi;3;Quale vulcano fa parte della riserva nazionale di Llanquihue in Cile?;Calbuco;Nissiros;Lewotolo;Salak;La prima salita fu fatta nel 1859 da Jean Renous, che fu anche il primo a raggiungere la vetta del vulcano Osorno.
201-2;Supereroine;1;Quale supereroe ha il potere di essere teletrasportato su grandi distanze?;Lampeggia;Chiave;Notturno;Thundra;La popolarità di questo personaggio alternativo, scomparso dopo un anno, ha portato al ritorno nel 2009 della versione originale.
201-4;Supereroine;1;Quale ibrido mistico può fluttuare naturalmente nell'aria?;Cléa;Mega Mindy;Tigra;Elsa Bloodstone;Il personaggio di Cléa ebbe adattamenti alternativi dopo Marvel 1602, Earth X, Ultimate Marvel e Marvel Apes.
201-8;Supereroine;1;Quale gatto-donna possiede resistenza e agilità sovrumana?;Tigra;Miss Hulk;Kamala Khan;Jolt;Il suo stato di moglie-gatto rende lo spirito di Tigra più difficile da controllare per qualcuno con potere telepatico.
201-10;Supereroine;1;Quale Atlante dell'Universo Marvel può sollevare fino a quattordici tonnellate in aria?;Andromeda;Lampeggia;Cifra;Cacciatrice;Grande guerriera, la sua arma preferita è il tridente, ma conosce perfettamente tutte le tecniche di combattimento di Atlantide.
201-12;Supereroine;2;Quale donna può sopravvivere nel freddo gelido dello spazio senza una tuta?;Ganymède;Kamala Khan;Sif;Gwen Tennyson;Una guerriera di prim'ordine, usa un grosso bastone in azione con il quale, concentrandosi, può erogare potenti esplosioni.
201-13;Supereroine;2;Chi può trasformare il suo corpo fisico in elettricità vivente?;Jolt;Miss Hulk;Cybersix;Carol Danvers;In origine, Jolt ha un'agilità ipercinetica che le dà una velocità accelerata e una potenza di salto fenomenale.
201-14;Supereroine;2;Quale supereroe è stato mutato da una trasfusione di sangue?;Miss Hulk;Thundra;Ganymède;Cacciatrice;Con la sua pelle verde che resiste a proiettili e laser, Miss Hulk è stanca molto poco e non teme il freddo, il fuoco o le malattie.
201-16;Supereroine;2;"Chi nel 2012 è diventato l'eroina principale di ""Journey into Mystery""?";Sif;Cléa;Jessica Cruz;Kamala Khan;Sif ha le caratteristiche degli Asgardiani: resistenza, forza e resistenza superiori agli esseri umani.
201-19;Supereroine;2;Chi ottiene i suoi poteri dalla gemma di suo padre attaccata al suo collo?;Elsa Bloodstone;Ganymède;Cifra;Lampeggia;Sessanta chili, occhi azzurri, capelli biondi, la bella e feroce Elsa è la figlia del famoso cacciatore di mostri Ulisse Bloodstone.
201-21;Supereroine;3;Quale donna artificiale è scappata per sfuggire al suo creatore?;Cybersix;Jolt;Ultra Girl;Gwen Tennyson;Cybersix si rifugiò in una città cupa, Meridiana, dove è cresciuta da ragazzo morto: Adrian Seidelman.
201-23;Supereroine;3;Quale supereroe può costruire tutto ciò che la sua mente desidera?;Jessica Cruz;Cifra;Clea;Darna;Membro della Lanterna Verde, Jessica può viaggiare indietro nel tempo grazie al suo anello, una caratteristica che ha ereditato da Volthoom.
201-26;Supereroine;3;Quale supereroe dai capelli rossi è uno stereotipo della super cagna?;Thundra;Ganymède;Lampeggia;Wonder Girl;Come Mantis, Power Girl e altri supereroi rilasciati hanno seguito il movimento di liberazione femminile degli anni '60.
201-27;Supereroine;3;Che nome aveva Sharon Ventura prima di essere nominata Miss Chose?;Miss Marvel;Carol Danvers;Cléa;Miss Hulk;Come risultato di una mutazione dovuta alle radiazioni cosmiche, assunse lo stesso aspetto di La Chose e fu soprannominata Miss Thing.
201-29;Supereroine;3;Quale ginnasta di talento fa parte dell'universo Ben 10?;Gwen Tennyson;Darna;Sif;Polaris;Ha i suoi avversari, che sono più contrari a lei di altri: Hex e l'Incantatrice.
201-30;Supereroine;3;Quale supereroe di Marte Ravelo era precedentemente chiamato Varga?;Darna;Cybersix;Polaris;Carol Danvers;La serie ha subito molti adattamenti nel suo paese, in serie di animazione come sotto forma di serie TV e film dal vivo.
202-3;Ceramica;1;In ceramica, che tipo di materiale utilizza per conservare i liquidi?;Grès;Intonaco;Céladon;Maledizione;L'uva, più nobile della terracotta, è al secondo posto nella produzione di ceramiche ad alta temperatura.
202-5;Ceramica;1;Quale materiale ai silicati è molto usato in ceramica?;Argilla;Maledizione;Limon;Sabbia;L'argilla idratata è malleabile, può essere modellata, diventa solida dopo l'essiccazione e il resto in modo permanente.
202-7;Ceramica;1;La ceramica di quale civiltà è universalmente nota per la porcellana?;Cinese;Greco;Francese;Peruviano;I grandi vasi blu e bianchi, che apparvero durante la dinastia mongola Yuan, si svilupperanno completamente sotto il Ming.
202-8;Ceramica;1;In ceramica, quale tecnica di formattazione utilizza solo le dita?;Modellazione;Scatto;Versare;Prova;Per la cottura, i diversi pezzi ottenuti vengono messi in forno a una temperatura di 1.
202-9;Ceramica;2;Quale civiltà pre-inca è meglio conosciuta per la ceramica?;Nazca;Patayan;Pipils;Valdivia;Poco colorati durante il periodo iniziale, sono di grande ricchezza policroma in seguito, tra il medio e il tardo Nazca.
202-14;Ceramica;1;Quale di questi termini è direttamente contrario a quello della terracotta?;Terra cruda;Argilla;Vecchia Terra;Terra chimica;Precedentemente alla terracotta, troviamo in tutte le civiltà una ceramica e mattoni fatti di fango.
202-15;Ceramica;2;Di che colore abbiamo con l'ossido di cobalto?;Blu;Rosso;Verde;Giallo;Il cobalto più puro è venuto a spese del Medio Oriente attraverso la Spagna, quella dell'Europa centrale che ha dato blues meno profondi.
202-16;Ceramica;2;Quale tecnica della ceramica sovrappone lunghe pozzanghere di argilla?;Colombin;Mirette;Rotolamento;Prenota;Il vasaio protegge i piccioni premendoli l'uno contro l'altro e leviga la superficie mentre la moneta sale.
202-17;Ceramica;2;Quale città del nord della Francia ha un museo dedicato alla pratica della ceramica?;Rouen;Caen;Le Havre;Dieppe;Questo museo, creato nel 1864 e con l'etichetta museo della Francia, si trova nell'hotel Hocqueville, vicino a piazza Verdrel a Rouen.
202-18;Ceramica;2;Quale disciplina è dedicata allo studio degli oggetti in ceramica?;Ceramologia;Tracciabilità;Palinologia;Griglia;La ceramologia comprende lo studio delle tecniche di fabbricazione (fabbricazione, cottura), le loro forme e quella dei motivi decorativi.
202-20;Ceramica;2;Quale tecnica ti consente di incollare elementi di forma diversa?;Barbotina;Riduzione;Calibrazione;Champlevé;Le maniglie di un vaso sono ad esempio modellate a parte e quindi assemblate allo slip sul corpo del vaso tornito.
202-21;Ceramica;3;Cos'è il filetto senza cottura tra 980° C e 1040° C?;Biscotto;Biscotte;Pane;Torta;Il biscotto di porcellana viene utilizzato per realizzare statuette, piani d'appoggio e riduzioni di statue.
202-22;Ceramica;3;Quale rivestimento a base di argilla può rendere più liscia una ceramica?;Engobe;Estèque;Chamotte;Lampadario;Poiché l'embobe contiene argilla sciolta, se fosse posata sulla ceramica asciutta, si spezzerebbe rapidamente.
202-23;Ceramica;3;Quale sapore verde oliva è caratteristico delle antiche ceramiche cinesi?;Celadon;Pernette;Mullite;Coquemar;Celadon (letteralmente porcellana verde) si riferisce a un colore e anche a un tipo di ceramica peculiare della Cina e dell'Estremo Oriente.
202-24;Ceramica;3;Quale ceramica fine e traslucida viene prodotta dal caolino?;Porcellana;Timbratura;Neriage;Albarelle;I caolini sono argille bianche, friabili e refrattarie, composte da caolinite o silicati di alluminio.
202-25;Ceramica;3;Quale e-mail giapponese marrone scuro viene talvolta chiamata camoscio?;Tenmoku;Dotaku;Nintoku;Daibutsu;Questa e-mail è ottenuta mescolando feldspato, gesso, argilla sferica, silice, bentonite e ossido di ferro rosso (ematite).
202-26;Ceramica;3;In ceramica, come si chiama il pellet di argilla disintegrato in acqua?;Barbotina;Raschiando;Mandrin;Fritte;L'arredamento con lo slip consiste nell'aggiungere degli slip in rilievo su una ceramica: la cosiddetta ceramica decorata con slip.
202-30;Ceramica;3;Quale architetto è noto per i suoi vetri architettonici vetrati?;Louis Sullivan;Victor Bourgeois;Jean Welz;Tony Garnier;A quel tempo, i disegni dell'architetto americano nato nel 1856 a Boston sarebbero stati impossibili da eseguire su qualsiasi altro mezzo.
204-1;PlayStation 2;1;Quale azienda ha commercializzato la console di gioco per PlayStation 2?;Sony;Microsoft;Nintendo;Sega;Sony Interactive Entertainment è una filiale di Sony specializzata nel settore video, con sede a San Mateo.
204-2;PlayStation 2;1;In quale anno la console di gioco PlayStation 2 è stata commercializzata in Francia?;2000;2002;2004;2006;La console era in diretta concorrenza con Sega Dreamcast, Nintendo GameCube e Microsoft Xbox.
204-3;PlayStation 2;1;In quale generazione di console del marchio Sony si trova la PS2?;Sesto;Quinto;Quarto;Terzo;Questa generazione è iniziata nel 1998 e si è conclusa nel gennaio 2013 con la sospensione della distribuzione PlayStation 2.
204-6;PlayStation 2;1;Quale variante estetica di PlayStation 2 è uscita nel 2004?;PS2 Slim;PS2 Fat;PS2 Boy;PS2 Grid;Questo nuovo modello di silhouette sottile è stato introdotto il 1 ° novembre 2004 in Nord America ed Europa.
204-7;PlayStation 2;1;Quale saga è stata la più venduta tra i videogiochi disponibili su PS2?;"""Gran Theft Auto""";"""Dragon Quest""";"""God of War""";"""Final Fantasy""";A causa del suo contenuto violento e della presenza di un minigioco sessuale, il gioco è stato bandito sotto i 18 anni.
204-8;PlayStation 2;1;Come è stata qualificata la PS2, accettando i giochi PlayStation?;Rinnovabile;Pilota automatico;Ammissivo;Ascensionale;I problemi di compatibilità sono comuni nei computer a causa della rapida evoluzione di hardware e software.
204-9;PlayStation 2;1;Quale gamepad ufficiale è apparso sul DualShock?;DualShock 2;Bongo DK;Kinect;Wavebird;I pulsanti sono diventati analogici (tranne L3, R3 e Analog) e il controller ha prodotto due livelli di vibrazione extra.
204-10;PlayStation 2;1;Quali microfoni potresti collegare alla PS2 per trasformarlo in un dispositivo karaoke?;SingStar;Kinec;DualShock;KaraMic;"""SingStar"" è una serie di videogiochi di karaoke sviluppata da SCE London Studio e pubblicata da Sony Computer Entertainment."
204-11;PlayStation 2;2;Con quale console di Sega la PlayStation 2 era in competizione diretta?;Dreamcast;GameCube;Xbox;Saturno;Successore di Saturno, Dreamcast è stata la prima console di sei generazioni sul mercato, davanti ai suoi concorrenti.
204-12;PlayStation 2;2;Quante PS2 sono state vendute solo due giorni dopo il rilascio in Giappone?;980 000;790 000;560 000;360.000;La PlayStation 2, la console domestica più venduta, ha un totale di 150 milioni di copie spedite al 31 gennaio 2011.
204-13;PlayStation 2;2;Quanti titoli di videogiochi sono disponibili nel catalogo PS2?;10 828;8 627;6 742;4 996;La Sony sostiene che 1,52 miliardi di copie di questi titoli sono stati venduti dal lancio della console il 4 marzo 2000.
204-14;PlayStation 2;2;Qual è stato il prezzo di lancio di PlayStation 2 in Francia?;450 ;560 ;620 ;740 ;Il prezzo della console è stato ridotto a 300 nel 2001, 249 nel 2003, 199 nel 2004, 149 nel 2005, 129 nel 2006 e 99 nel 2009.
204-16;PlayStation 2;2;Quando è stata interrotta la produzione di PS2 nel mondo?;2013;2014;2015;2016;La produzione della console è stata interrotta il 30 novembre 2012 e la Sony ha annunciato la cessazione della distribuzione sul territorio giapponese
204-17;PlayStation 2;2;Quanti processori principali includevano la PlayStation 2?;Tre;Due;Quattro;Cinque;La PlayStation 2 aveva molti processori da utilizzare in parallelo, il che rendeva una console piuttosto difficile da programmare.
204-19;PlayStation 2;2;Quale sistema operativo potrebbe essere installato su PS2?;Linux;Windows;Mac OS;Android;Sony ha rilasciato un kit che include un disco rigido da 20 GB, un mouse, una tastiera, una scheda etere, due DVD e una distribuzione Linux.
204-20;PlayStation 2;2;Qual era il peso del modello slim di PlayStation 2?;900 g;1200 g;600 g;1500 g;Questa modifica è associata all'esternalizzazione dell'alimentatore e alla rimozione del pulsante ON / OFF sul retro.
204-22;PlayStation 2;3;Quale tecnologia era la scheda di memoria da 8 MB per PS2?;MagicGate;CGMS;Denuvo;Viaccess;MagicGate è un sistema di protezione creato e introdotto nel 1999 da Sony nelle sue schede di memoria, in particolare nella sua Memory Stick.
204-24;PlayStation 2;3;Quale ingegnere giapponese ha guidato lo sviluppo di PlayStation 2?;Ken Kutaragi;Hideo Shima;Hiromu Naruse;Yamao Yozo;Ha aperto lo studioCellius, filiale 51 % di Namco Bandai e 49 % di Sony, le cui attività sono incentrate sul processoreCell.
204-27;PlayStation 2;3;Quanti poligoni potrebbe calcolare PS2 al secondo?;66.000.000;800;7.000;40.000;La FPU e le unità di elaborazione vettoriale VU0 e VU1 a 128 bit hanno consentito alla console di raggiungere 6,2 GFLOPS.
204-28;PlayStation 2;3;Quale stazione multimediale è stata lanciata da Sony in Giappone nel 2003?;PSX;PSG;PSM;PSR;Ha funzionato come console di gioco per PlayStation e PlayStation 2, masterizzatore DVD, sintonizzatore TV e lettore digitale tramite il suo disco rig
204-29;PlayStation 2;3;Quale piccola fotocamera adattabile per PS2 è stata sviluppata da Sony?;EyeToy;SmallCam;FunPlay;Kinect;EyeToy è stato prodotto principalmente da Logitech, sebbene le nuove versioni siano state successivamente sviluppate da Nam Tai.
205-1;Coca-Cola;1;Quale prodotto Coca-Cola è un concorrente diretto di 7 Up di PepsiCo?;Sprite;Fanta;Bonaqua;Nalu;Lo sprite contiene: acqua gassosa, zucchero e acidificanti? (acido citrico, citrato di sodio e aromi naturali di limone e lime).
205-2;Coca-Cola;1;Quale succo di frutta è in guerra con il suo concorrente Tropicana?;Minute Maid;Joker;Oasi;Andros;Ora era possibile mangiare succo d'arancia fresco in qualsiasi momento dell'anno e lontano dalle regioni produttrici.
205-3;Coca-Cola;1;Quale marca di acqua minerale belga appartiene al gruppo Coca-Cola?;Chaudfontaine;Bru;Spa;Valvert;La fonte di Chaudfontaine si trova nella città belga di Chaudfontaine, nella regione vallona.
205-5;Coca-Cola;1;Quale Coca-Cola senza zucchero si rivolge a un pubblico particolarmente maschile?;Zero;Blak;Ciliegia;Vita;Come la Coca Light, la sua ricetta rilasciata nel 2007 in Francia utilizza aspartame e acesulfame-k invece di zucchero.
205-6;Coca-Cola;1;Quale bevanda è anche conosciuta come Diet Coke?;Coca-Cola Light;Coca-Cola Zero;Coca-Cola Life;Coca-Cola BlaK;Introdotto in Francia nel 1988, il marchio Diet Coke è stato lanciato negli Stati Uniti nel Giorno dell'Indipendenza nel 1982.
205-7;Coca-Cola;1;Quale variante di Coca-Cola è stata messa in vendita dopo il classico e la luce?;Ciliegia;Vita;Zero;BlaK;La Coca-Cola ha quindi creato altre Coca-Cola aromatizzate: Vaniglia, Limone (Limone), Lime (Lime), BlaK (Caffè) e Sango (Arancia).
205-8;Coca-Cola;1;Da quale anno Coca-Cola è un marchio registrato?;1887;1913;1932;1947;Prende il nome dalla sua prima composizione: la foglia di coca e l'uso della noce di cola, una bevanda poi venduta dal suo inventore.
205-9;Coca-Cola;1;Quale bevanda energetica della Coca-Cola viene venduta nel Benelux?;Nalu;Red Bull;Monster;Rodeo;Sviluppato nel centro di ricerca e sviluppo della Coca-Cola Anderlecht, è prodotto a Gand e viene venduto in Belgio e Lussemburgo.
205-11;Coca-Cola;2;In quale città della Georgia si trova l'attuale sede della società Coca-Cola?;Atlanta;Albany;Dalton;Brunswick;All'inizio del 2012, la Coca-Cola era la terza più grande azienda agroalimentare al mondo in termini di fatturato.
205-13;Coca-Cola;2;Quante marche di bevande gestisce oggi la Coca-Cola?;500;400;300;200;Il 24 dicembre 2014, il Wall Street Journal ha annunciato che la società aveva pianificato di tagliare tra 1.000 e 2.000 posizioni.
205-14;Coca-Cola;2;Qual è stato, in miliardi di euro, il fatturato dell'azienda Coca-Cola nel 2016?;38;32;44;26;Nel 2012, gli unici due paesi in cui la coca cola non poteva essere commercializzata erano la Corea del Nord e Cuba.
205-16;Coca-Cola;2;Quale bevanda progettata per lo sport è commercializzata dalla Coca-Cola?;Acquario;Isostar;Gatorade;Sporteus;Questa bevanda sportiva è stata commercializzata nel 1983 in Giappone in risposta a una bevanda simile chiamata Pocari Sweat.
205-17;Coca-Cola;2;Quale versione di Coca-Cola si basa sull'uso della stevia?;Vita;Zero;BlaK;Ciliegia;Avendo un sapore simile a quello di Stevia, che ha influenzato il gusto della bevanda, la composizione del prodotto è stata quindi modificata.
205-19;Coca-Cola;2;Quale formula di Coca-Cola è stata un grave fallimento commerciale?;New Coke;Coca-Cola Light;Coca-Cola Zero;Coca-Cola Life;L'accettazione da parte del pubblico del cambio di formula è stata negativa e New Coke è stato considerato un grave fallimento del marketing.
205-20;Coca-Cola;2;Quale versione di Coca-Cola ha un gusto arricchito nel caffè?;BlaK;Ciliegia;Vita;Zero;La Coca-Cola Company ha lanciato Coca-Cola BlaK per competere con Pepsi Maxcappuccino di PepsiCo.
205-21;Coca-Cola;3;Chi era CEO di Coca-Cola dal 1 ° gennaio 2017?;Muhtar Kent;Serdar Bilgili;Fikret Orman;Osman Kavala;Nel 1979, Muhtar Kent iniziò la sua carriera come distributore di prodotti Coca-Cola negli Stati Uniti.
205-22;Coca-Cola;3;Chi ha disegnato la forma della specifica bottiglia di vetro del marchio Coca-Cola?;Raymond Loewy;Jerry Manock;Milton Glaser;David Rockwell;Raymond Loewy, nato a Parigi nel 1893, è un designer industriale e grafico francese che è diventato franco-americano dopo la sua naturalizzazione.
205-23;Coca-Cola;3;Quanto c'è nel mondo dei diversi gusti di Fanta?;70;50;30;10;La Fanta Shokata è un aroma derivato da La Socata, una bevanda tradizionale rumena a base di fiore di cervo.
205-24;Coca-Cola;3;Chi ha proposto a John Stith Pemberton il nome di Coca-Cola per la sua bevanda futura?;Frank Robinson;Barry Diller;James Quincey;Ronald Allen;Il ragioniere di Pemberton gli ha offerto il nome di Coca-Cola e il design del logo, Haddon Sundblom-Illustra, per il suo Natale.
205-25;Coca-Cola;3;Quale acqua di rubinetto purificata viene venduta dalla Coca-Cola?;Dasani;Finley;Powerade;Brucia;Il marchio vendeva acqua del Tamigi purificata aggiungendo cloruro di calcio, contenente bromuro, filtrata tre volte.
205-27;Coca-Cola;3;"Quale prodotto ha per lo slogan: ""Cola bacia l'arancia""?";Mezzo Mix;Enviga;Dasani;BlaK;Mezzo Mix è un prodotto di Coca-Cola venduto solo in Germania, Austria, Finlandia, Belgio e Svizzera.
205-29;Coca-Cola;3;Quale bevanda contiene catechine estratte dal tè verde?;Enviga;Cheerios;Lanvin;Noci;Enviga è una bevanda analcolica e non alcolica che, secondo i suoi produttori, brucia più calorie di quelle che fornisce.
206-1;Magnesio;1;Qual è il simbolo chimico del magnesio, riconosciuto nel 1755?;Mg;Ma;Mm;Sig.ra;Il magnesio è il nono elemento più abbondante nell'universo e l'ottavo elemento più abbondante della crosta terrestre.
206-3;Magnesio;1;Quanto costa l'assunzione giornaliera stimata di magnesio nell'uomo?;300 mg;150 mg;450 mg;600 mg;La quantità consigliata è doppia per gli atleti o le donne in gravidanza: può essere calcolata con 6 mg per kg di peso corporeo.
206-4;Magnesio;1;In quale contesto è energia e inquinanti al magnesio?;Riciclaggio;Consumo;Rettifica;Scioglimento;Il magnesio è l'ottavo elemento più abbondante della crosta terrestre e il quarto elemento più comune della Terra.
